,Age,Job,Marital_Status,Education,Annual_Income,Credit_Score,Account_Balance,Housing_Loan,Personal_Loan,Contacted_Before,Campaign_Count,Months_With_Bank,Subscribed
4352,46,Unemployed,Married,Not Graduate,1104059,850,173560,No,No,Yes,3,1,No
4353,34,Admin,Married,Graduate,339197,688,214446,No,No,No,2,96,Yes
4354,44,Self-Employed,Married,Graduate,299198,732,197658,No,No,No,3,111,No
4355,56,Entrepreneur,Single,Graduate,1046860,721,0,No,No,Yes,2,174,Yes
4356,31,Student,Married,Not Graduate,1201413,716,29996,No,No,No,4,75,No
4357,34,Admin,Married,Graduate,655827,751,70171,No,No,Yes,4,37,No
4358,31,Admin,Married,Graduate,193681,627,177304,Yes,No,No,4,98,No
4359,32,Unemployed,Divorced,Not Graduate,553107,749,167351,Yes,Yes,No,3,10,No
4360,51,Unemployed,Married,Graduate,368264,775,11616,No,Yes,No,4,48,Yes
4361,38,Entrepreneur,Married,Not Graduate,262606,587,20086,Yes,No,No,5,24,No
4362,38,Services,Married,Not Graduate,619773,709,297593,No,No,No,3,73,No
4363,39,Services,Married,Graduate,221785,577,47521,No,No,No,3,64,No
4364,29,Retired,Married,Graduate,170616,626,99206,Yes,No,No,2,118,No
4365,35,Admin,Married,Graduate,508083,748,69458,Yes,No,No,4,111,No
4366,37,Entrepreneur,Divorced,Graduate,602098,592,108992,Yes,No,Yes,3,91,Yes
4367,27,Self-Employed,Married,Not Graduate,1918756,627,98563,No,No,No,5,126,No
4368,48,Student,Single,Not Graduate,771416,690,7219,Yes,No,No,3,116,No
4369,39,Retired,Married,Not Graduate,748470,748,137650,Yes,No,No,6,40,Yes
4370,40,Retired,Divorced,Graduate,798436,557,195445,No,No,No,2,29,No
4371,32,Management,Married,Graduate,663638,732,98593,No,No,No,2,58,Yes
4372,51,Technician,Married,Graduate,342873,773,90060,No,No,No,1,62,No
4373,43,Technician,Single,Graduate,1691920,684,0,Yes,No,No,3,34,Yes
4374,23,Technician,Married,Graduate,837362,733,196261,No,Yes,No,1,109,Yes
4375,34,Services,Married,Graduate,368835,672,33142,No,No,No,2,99,No
4376,26,Admin,Married,Graduate,1027459,538,0,No,No,No,6,87,No
4377,49,Student,Married,Graduate,460496,817,0,Yes,No,No,5,38,Yes
4378,39,Technician,Married,Not Graduate,351990,772,34948,No,No,No,2,33,No
4379,38,Technician,Divorced,Graduate,1221454,593,62515,Yes,No,No,2,1,No
4380,48,Entrepreneur,Married,Graduate,207435,625,225408,Yes,No,No,1,113,No
4381,41,Entrepreneur,Single,Graduate,486115,651,75141,No,No,No,4,78,No
4382,51,Admin,Single,Graduate,337224,529,59073,Yes,No,No,1,67,No
4383,27,Admin,Single,Graduate,158875,624,169390,No,No,Yes,4,80,No
4384,25,Services,Married,Graduate,231554,694,40946,No,No,No,5,26,No
4385,27,Retired,Divorced,Not Graduate,715618,772,0,No,No,No,3,74,Yes
4386,38,Student,Married,Not Graduate,612929,595,83771,Yes,No,Yes,4,89,No
4387,40,Technician,Single,Graduate,618940,742,109771,No,No,No,7,68,Yes
4388,46,Student,Single,Graduate,762807,706,186041,No,No,Yes,5,32,No
4389,30,Unemployed,Married,Graduate,356661,841,103884,Yes,No,Yes,3,1,Yes
4390,34,Self-Employed,Married,Graduate,395213,800,0,Yes,No,No,3,55,No
4391,67,Management,Married,Not Graduate,1036678,802,267441,No,No,No,2,92,Yes
4392,33,Entrepreneur,Single,Not Graduate,793268,603,0,No,No,Yes,1,76,No
4393,69,Self-Employed,Married,Graduate,667197,722,105320,Yes,No,No,3,62,No
4394,48,Admin,Married,Graduate,439403,733,102969,No,No,No,1,200,Yes
4395,41,Services,Divorced,Graduate,1209830,659,0,Yes,No,Yes,1,62,No
4396,32,Student,Married,Graduate,892510,689,0,No,No,No,3,1,No
4397,22,Entrepreneur,Married,Graduate,631649,656,148381,No,No,No,2,1,No
4398,38,Technician,Married,Graduate,139280,646,119558,Yes,No,No,4,29,No
4399,41,Admin,Single,Graduate,555352,672,0,Yes,No,No,5,112,Yes
4400,35,Retired,Single,Graduate,828594,672,149607,No,No,No,3,135,No
4401,39,Admin,Divorced,Not Graduate,248978,604,108825,Yes,No,No,3,181,No
4402,22,Retired,Married,Graduate,503312,634,50206,Yes,Yes,No,4,52,No
4403,18,Self-Employed,Married,Not Graduate,951194,750,81338,Yes,No,No,3,24,Yes
4404,57,Entrepreneur,Married,Graduate,369709,600,55974,No,No,No,4,19,No
4405,44,Entrepreneur,Married,Not Graduate,426093,609,137844,No,No,No,3,112,No
4406,32,Retired,Married,Not Graduate,366577,627,111520,No,Yes,No,3,11,Yes
4407,52,Management,Single,Not Graduate,1071606,673,83471,No,No,Yes,3,1,No
4408,43,Retired,Married,Graduate,505197,722,135189,No,No,No,1,82,Yes
4409,40,Entrepreneur,Married,Graduate,619915,689,0,Yes,No,No,2,109,Yes
4410,32,Management,Divorced,Not Graduate,1024916,722,26068,Yes,No,No,4,123,No
4411,30,Technician,Married,Graduate,1127929,749,158722,No,No,No,7,136,No
4412,39,Technician,Single,Not Graduate,282561,680,62251,Yes,No,Yes,3,11,No
4413,51,Unemployed,Married,Graduate,615542,721,30313,No,No,No,3,110,Yes
4414,52,Student,Married,Graduate,478692,695,221826,No,Yes,Yes,3,9,No
4415,27,Retired,Married,Graduate,350021,660,153283,No,No,No,1,80,No
4416,30,Admin,Married,Graduate,1070410,706,0,Yes,No,Yes,4,18,No
4418,45,Self-Employed,Divorced,Not Graduate,601121,625,3992,No,No,Yes,1,31,No
4419,40,Self-Employed,Single,Graduate,1204876,640,69030,No,No,Yes,4,1,No
4420,48,Self-Employed,Single,Graduate,556406,748,40118,Yes,No,Yes,1,77,No
4421,19,Retired,Married,Not Graduate,250336,624,246227,No,No,No,5,55,Yes
4422,55,Self-Employed,Married,Graduate,418363,649,201221,Yes,No,No,3,112,Yes
4423,29,Entrepreneur,Single,Graduate,590513,672,99846,No,No,Yes,5,32,No
4424,56,Unemployed,Married,Graduate,1760128,661,105155,Yes,No,No,3,43,No
4425,42,Student,Single,Graduate,841051,667,0,Yes,No,No,4,1,Yes
4426,40,Services,Married,Graduate,291397,689,35770,No,No,No,3,86,No
4427,19,Technician,Married,Not Graduate,478982,635,50537,No,No,No,4,112,No
4428,21,Management,Divorced,Graduate,246009,656,80666,Yes,No,Yes,3,189,Yes
4429,50,Student,Married,Not Graduate,616983,633,0,No,No,Yes,2,124,No
4430,43,Self-Employed,Single,Not Graduate,1119316,658,155505,Yes,No,Yes,5,3,No
4431,49,Entrepreneur,Married,Not Graduate,715768,781,125674,No,No,No,1,113,Yes
4432,54,Management,Married,Graduate,1477621,629,141822,Yes,No,No,3,86,Yes
4433,37,Management,Married,Not Graduate,1766902,603,64687,No,No,No,3,101,No
4434,57,Services,Divorced,Graduate,1372832,672,108677,Yes,Yes,Yes,4,93,Yes
4435,44,Technician,Divorced,Graduate,349278,637,54882,No,Yes,Yes,6,74,No
4436,40,Entrepreneur,Single,Not Graduate,487203,740,117333,Yes,No,No,3,195,No
4437,33,Technician,Married,Not Graduate,1055551,690,35542,No,No,Yes,2,40,No
4438,18,Student,Single,Not Graduate,952387,706,0,Yes,No,No,4,51,Yes
4439,44,Unemployed,Married,Graduate,529440,734,148274,No,Yes,No,4,74,Yes
4441,39,Admin,Married,Graduate,532573,747,157900,Yes,No,No,3,122,No
4442,24,Retired,Married,Graduate,198808,717,106512,No,Yes,Yes,1,90,Yes
4443,36,Management,Married,Graduate,268505,656,39973,Yes,No,Yes,4,58,Yes
4444,30,Admin,Married,Graduate,542789,694,0,No,No,No,4,93,Yes
4445,41,Retired,Married,Not Graduate,344208,595,237034,Yes,No,No,3,83,No
4446,59,Unemployed,Married,Not Graduate,610298,692,130389,No,No,Yes,2,73,No
4447,44,Unemployed,Single,Graduate,1127599,660,0,No,No,Yes,3,51,No
4448,46,Technician,Married,Graduate,323644,696,186875,No,No,Yes,5,1,No
4449,51,Entrepreneur,Married,Not Graduate,485601,716,0,No,No,Yes,5,145,No
4450,42,Entrepreneur,Married,Not Graduate,517701,609,83471,No,No,Yes,4,19,No
4451,55,Student,Married,Graduate,832105,661,138703,Yes,No,Yes,3,71,No
4452,33,Self-Employed,Married,Not Graduate,168536,673,0,No,No,No,2,169,No
4453,20,Admin,Married,Graduate,794833,627,160163,No,No,Yes,5,89,No
4454,56,Entrepreneur,Divorced,Graduate,272299,712,0,Yes,Yes,No,5,43,No
4455,30,Services,Single,Graduate,506433,716,108513,Yes,No,No,4,1,Yes
4456,31,Management,Single,Graduate,887483,733,15219,Yes,No,Yes,4,45,No
4457,58,Self-Employed,Single,Graduate,601985,755,137121,Yes,No,Yes,6,51,Yes
4458,38,Admin,Married,Graduate,253365,758,21584,No,No,No,2,20,No
4459,45,Unemployed,Divorced,Not Graduate,903239,696,29300,Yes,No,No,3,52,No
4460,52,Self-Employed,Single,Graduate,736929,723,160693,Yes,No,No,4,56,No
4461,64,Entrepreneur,Married,Graduate,351850,735,241617,Yes,No,No,3,63,No
4462,41,Unemployed,Married,Graduate,231445,716,102879,Yes,No,No,5,69,No
4463,19,Management,Married,Graduate,360568,752,0,No,No,Yes,5,37,Yes
4464,29,Technician,Single,Graduate,239809,677,61634,No,No,No,3,103,Yes
4465,33,Services,Married,Graduate,1012026,663,88480,No,No,No,4,15,No
4466,26,Entrepreneur,Married,Graduate,337641,624,63115,No,No,Yes,4,85,No
4467,53,Services,Single,Graduate,221672,597,0,No,No,Yes,2,65,No
4468,43,Admin,Single,Graduate,304019,673,38880,No,No,Yes,4,105,No
4469,28,Self-Employed,Single,Graduate,333181,662,130636,Yes,No,No,5,72,No
4470,34,Admin,Married,Graduate,344867,835,5593,Yes,No,Yes,3,18,No
4471,29,Self-Employed,Married,Graduate,1546599,743,178276,Yes,No,No,3,117,Yes
4472,34,Student,Married,Graduate,613463,850,46425,Yes,No,No,3,73,Yes
4473,35,Self-Employed,Married,Graduate,521022,619,83471,No,No,No,4,123,No
4474,18,Admin,Married,Graduate,277760,584,212611,Yes,No,No,3,38,Yes
4475,25,Retired,Married,Graduate,265503,667,73094,No,Yes,No,2,134,No
4476,56,Management,Married,Graduate,582444,641,4795,Yes,No,No,4,22,No
4477,40,Services,Single,Graduate,469567,751,0,Yes,No,No,3,14,No
4478,28,Unemployed,Married,Not Graduate,954654,738,0,Yes,No,No,2,14,No
4479,40,Management,Married,Not Graduate,511025,616,116512,No,No,No,2,1,No
4480,58,Retired,Married,Graduate,1180747,801,123833,No,Yes,Yes,4,22,No
4481,33,Unemployed,Single,Graduate,1256848,796,17356,No,Yes,Yes,2,97,Yes
4482,52,Management,Single,Graduate,323735,682,182122,Yes,No,No,5,70,Yes
4483,37,Self-Employed,Married,Graduate,423732,629,187485,Yes,Yes,No,3,102,No
4484,23,Retired,Married,Graduate,201512,659,257336,No,No,No,4,82,No
4485,38,Student,Married,Graduate,707395,620,83471,Yes,No,No,4,13,No
4486,52,Entrepreneur,Married,Graduate,474471,713,34420,Yes,No,Yes,2,69,No
4487,28,Services,Married,Not Graduate,557348,636,197709,No,No,No,2,58,No
4488,36,Entrepreneur,Single,Graduate,362700,732,0,No,No,No,1,1,No
4489,29,Management,Single,Not Graduate,858011,656,20649,No,No,No,4,113,Yes
4490,33,Services,Married,Not Graduate,498041,795,0,No,No,Yes,2,74,No
4491,39,Services,Single,Graduate,226970,633,119360,Yes,No,No,8,39,Yes
4492,36,Services,Single,Not Graduate,1216930,584,11754,Yes,No,Yes,2,47,Yes
4493,18,Self-Employed,Single,Graduate,359062,704,100521,No,No,Yes,5,84,Yes
4494,29,Technician,Married,Not Graduate,740647,784,60481,Yes,No,Yes,4,60,No
4495,34,Management,Married,Graduate,1630175,718,172944,Yes,No,Yes,4,93,Yes
4496,50,Admin,Divorced,Not Graduate,334375,716,213405,No,No,No,6,63,No
4497,25,Self-Employed,Single,Not Graduate,1957699,675,192811,No,No,Yes,2,34,Yes
4498,42,Retired,Divorced,Graduate,453652,754,135998,No,No,Yes,3,47,No
4499,34,Services,Married,Graduate,457493,688,217374,No,No,No,5,31,Yes
4500,46,Retired,Single,Graduate,916956,635,125426,No,No,No,3,9,Yes
4501,31,Services,Married,Not Graduate,528309,691,107496,No,No,Yes,3,68,No
4502,57,Retired,Married,Not Graduate,632110,668,80603,No,Yes,Yes,3,8,No
4503,26,Management,Married,Graduate,1204485,736,143164,No,Yes,No,3,40,Yes
4504,34,Self-Employed,Single,Not Graduate,296015,656,144568,Yes,No,No,6,10,No
4505,39,Entrepreneur,Single,Graduate,1506506,651,160147,Yes,Yes,No,3,61,Yes
4506,45,Entrepreneur,Married,Graduate,724975,702,26417,Yes,No,No,1,107,No
4507,49,Unemployed,Single,Graduate,553107,619,217547,Yes,No,No,2,1,No
4508,31,Retired,Married,Graduate,381310,577,169683,No,No,Yes,3,111,Yes
4509,40,Management,Married,Graduate,396598,566,96578,Yes,No,No,1,32,Yes
4510,57,Retired,Single,Graduate,284651,709,147310,No,No,Yes,2,1,Yes
4511,24,Services,Married,Graduate,1373898,760,110335,No,No,No,4,62,No
4512,32,Retired,Single,Graduate,847558,759,0,No,No,No,5,1,No
4513,39,Technician,Divorced,Graduate,391333,658,57407,Yes,No,Yes,4,16,No
4514,35,Services,Divorced,Not Graduate,2342470,733,35047,No,No,No,3,121,Yes
4515,48,Unemployed,Married,Not Graduate,225088,663,86245,Yes,No,No,4,73,Yes
4516,48,Admin,Married,Graduate,771952,689,62801,No,No,Yes,2,16,No
4517,18,Admin,Single,Graduate,472056,651,73708,No,No,Yes,5,69,No
4518,26,Admin,Single,Not Graduate,1022699,689,207272,No,No,No,3,117,No
4519,48,Management,Married,Graduate,986701,708,0,Yes,Yes,No,3,2,No
4520,54,Management,Married,Not Graduate,1217799,724,158774,No,No,No,6,51,Yes
4521,46,Unemployed,Married,Not Graduate,1226567,613,101434,Yes,No,No,1,60,Yes
4522,43,Student,Single,Graduate,326241,670,83471,No,No,Yes,5,57,No
4523,69,Unemployed,Single,Graduate,392967,614,318769,Yes,No,No,2,132,No
4524,37,Entrepreneur,Single,Graduate,650012,647,131757,Yes,No,No,2,1,No
4525,48,Retired,Married,Graduate,1080992,656,102583,Yes,No,Yes,4,87,Yes
4526,41,Unemployed,Married,Graduate,302826,714,103240,Yes,No,No,4,72,No
4527,36,Unemployed,Married,Not Graduate,304815,612,0,Yes,No,No,3,1,No
4528,34,Management,Married,Not Graduate,706413,633,0,Yes,No,No,5,84,No
4529,32,Management,Married,Graduate,772078,633,145079,No,No,Yes,2,76,Yes
4530,42,Entrepreneur,Divorced,Not Graduate,992655,636,262870,No,No,No,4,60,No
4531,59,Self-Employed,Married,Graduate,253105,733,130470,Yes,No,Yes,5,73,Yes
4532,44,Student,Married,Graduate,553107,734,179380,Yes,No,No,1,101,Yes
4533,37,Unemployed,Married,Graduate,311460,764,76656,No,No,No,3,82,Yes
4534,32,Management,Married,Not Graduate,419142,733,278625,Yes,No,Yes,7,1,Yes
4535,43,Student,Married,Graduate,1631922,730,227711,Yes,No,No,3,16,No
4536,30,Technician,Married,Not Graduate,212393,637,83471,Yes,No,No,2,85,No
4537,25,Retired,Married,Not Graduate,471334,644,21789,Yes,No,No,1,1,No
4539,40,Self-Employed,Divorced,Graduate,576819,565,88640,Yes,No,No,2,25,No
4540,48,Management,Single,Graduate,741983,581,10106,No,No,No,3,104,No
4541,49,Admin,Married,Not Graduate,455037,717,121973,No,Yes,Yes,3,2,No
4542,34,Unemployed,Divorced,Graduate,507860,588,60042,Yes,No,No,5,4,No
4543,40,Management,Divorced,Graduate,617514,729,235500,Yes,No,No,4,124,No
4544,39,Unemployed,Married,Graduate,606689,684,132928,No,No,No,5,78,Yes
4545,18,Services,Divorced,Not Graduate,988403,736,21199,Yes,No,No,6,140,No
4546,27,Management,Single,Not Graduate,540333,666,90112,Yes,No,No,4,87,Yes
4547,35,Entrepreneur,Single,Graduate,1272753,679,83471,No,No,Yes,1,117,Yes
4548,33,Student,Married,Graduate,1086906,696,337352,No,No,No,7,82,Yes
4549,36,Technician,Single,Graduate,873269,786,0,Yes,No,Yes,3,112,Yes
4550,44,Services,Married,Graduate,531325,756,35713,Yes,No,Yes,4,66,No
4551,30,Admin,Married,Graduate,463486,716,0,Yes,No,No,2,9,No
4552,34,Management,Single,Not Graduate,864527,607,118632,Yes,No,No,2,80,No
4553,44,Self-Employed,Married,Not Graduate,637732,565,68924,No,No,Yes,4,39,No
4554,70,Technician,Married,Not Graduate,832812,623,19911,No,No,Yes,5,69,No
4555,39,Entrepreneur,Married,Not Graduate,675363,447,194078,No,No,No,3,109,No
4556,49,Admin,Divorced,Not Graduate,1194957,689,77993,Yes,No,No,6,135,Yes
4557,46,Services,Divorced,Graduate,892703,841,131625,No,No,No,5,86,No
4558,39,Retired,Married,Not Graduate,1532104,751,48244,Yes,No,Yes,2,20,Yes
4559,31,Student,Single,Not Graduate,367095,650,170764,No,No,Yes,1,71,No
4560,43,Technician,Single,Not Graduate,640609,769,12504,No,No,No,3,64,No
4561,49,Technician,Married,Graduate,526358,672,122804,No,No,No,2,99,Yes
4562,39,Self-Employed,Single,Graduate,1491069,628,148478,No,No,Yes,4,127,No
4563,18,Management,Married,Graduate,320552,639,0,Yes,No,No,2,186,No
4564,52,Retired,Married,Graduate,544401,719,169026,Yes,No,Yes,2,62,Yes
4565,23,Retired,Single,Graduate,904685,679,27692,Yes,Yes,Yes,5,89,No
4566,27,Retired,Single,Not Graduate,418115,759,43306,No,No,Yes,3,84,No
4568,34,Student,Married,Graduate,553107,627,0,No,No,No,5,172,No
4569,22,Services,Married,Graduate,553107,628,66785,Yes,No,No,1,49,No
4570,45,Technician,Single,Graduate,376241,650,204776,Yes,No,No,2,118,Yes
4571,33,Self-Employed,Married,Graduate,1532877,635,222459,Yes,Yes,No,2,77,No
4572,41,Services,Single,Graduate,678705,632,42416,No,No,No,4,47,Yes
4573,33,Technician,Married,Not Graduate,849461,688,265344,Yes,No,No,10,71,No
4574,44,Unemployed,Divorced,Graduate,647812,687,0,No,No,Yes,2,150,No
4575,27,Self-Employed,Married,Graduate,644218,664,10375,No,No,Yes,4,29,No
4576,31,Unemployed,Divorced,Not Graduate,553107,689,222233,No,No,No,3,107,No
4577,42,Entrepreneur,Single,Graduate,1034449,666,129696,No,Yes,No,3,7,No
4578,22,Technician,Single,Graduate,1066102,685,111665,Yes,No,No,2,55,No
4579,44,Admin,Single,Graduate,569698,636,192376,Yes,No,No,3,94,No
4580,40,Retired,Married,Graduate,1224600,690,0,No,No,Yes,5,74,Yes
4581,50,Self-Employed,Married,Not Graduate,602521,683,271953,Yes,No,No,5,115,Yes
4582,50,Technician,Single,Graduate,831269,788,52969,Yes,No,No,5,49,No
4583,38,Admin,Married,Graduate,248751,810,0,Yes,No,Yes,3,54,No
4584,32,Entrepreneur,Married,Not Graduate,277470,689,130103,No,No,No,3,42,No
4585,45,Entrepreneur,Single,Graduate,611370,699,143510,Yes,Yes,Yes,2,43,No
4586,39,Student,Married,Graduate,383152,655,130300,Yes,No,No,2,93,No
4587,46,Unemployed,Single,Graduate,328243,634,20204,Yes,No,No,3,71,Yes
4588,38,Self-Employed,Single,Not Graduate,305807,677,159852,Yes,No,No,2,60,No
4589,42,Services,Single,Graduate,323010,763,0,Yes,No,No,3,116,Yes
4590,42,Services,Single,Graduate,597833,697,0,Yes,No,No,2,105,No
4591,35,Services,Single,Graduate,365723,684,93975,Yes,No,No,4,55,Yes
4592,32,Retired,Married,Not Graduate,472308,649,0,No,No,No,5,55,No
4593,47,Services,Single,Not Graduate,1325527,666,66708,No,No,Yes,3,34,No
4594,43,Student,Single,Graduate,518442,697,83471,Yes,No,Yes,2,67,Yes
4595,42,Management,Single,Not Graduate,623642,563,145414,No,Yes,Yes,3,57,No
4596,43,Management,Divorced,Graduate,252439,697,0,No,No,No,7,180,No
4597,46,Technician,Single,Graduate,369973,533,35098,No,No,No,5,67,No
4598,35,Retired,Married,Graduate,1638452,595,178421,No,Yes,Yes,5,8,Yes
4599,29,Self-Employed,Single,Graduate,350417,804,23201,No,Yes,No,2,78,Yes
4600,56,Student,Married,Graduate,755498,709,215447,No,No,No,4,67,Yes
4601,18,Entrepreneur,Married,Graduate,1233598,674,83471,No,Yes,Yes,3,49,No
4602,23,Entrepreneur,Married,Not Graduate,698905,702,48021,No,No,No,2,1,Yes
4603,59,Entrepreneur,Divorced,Graduate,474930,764,57736,No,No,No,4,43,No
4604,50,Admin,Married,Graduate,374224,754,13559,No,No,No,2,95,Yes
4605,27,Retired,Married,Not Graduate,941398,673,0,No,No,No,4,148,No
4606,26,Admin,Married,Graduate,419547,725,106915,No,No,Yes,3,43,Yes
4607,28,Services,Single,Graduate,343306,774,0,Yes,Yes,Yes,7,87,No
4608,75,Retired,Married,Graduate,998397,711,71815,Yes,Yes,No,3,53,No
4609,47,Retired,Married,Graduate,365664,689,90991,Yes,No,No,3,26,Yes
4610,26,Retired,Single,Graduate,623404,586,214246,Yes,Yes,Yes,3,63,No
4611,43,Retired,Divorced,Graduate,1281668,692,73058,No,No,No,2,1,No
4612,31,Management,Married,Graduate,343478,811,180074,No,No,No,3,47,No
4613,45,Self-Employed,Married,Not Graduate,281099,689,43193,Yes,No,Yes,3,160,No
4614,32,Self-Employed,Married,Graduate,579039,631,67664,Yes,No,No,4,73,No
4615,42,Management,Single,Graduate,1295240,739,0,No,No,No,3,79,No
4616,39,Self-Employed,Single,Not Graduate,517870,694,103097,Yes,No,No,4,2,Yes
4617,31,Services,Married,Graduate,766175,734,0,Yes,No,Yes,4,148,No
4618,37,Services,Divorced,Graduate,2465840,721,0,Yes,No,No,8,1,No
4619,37,Management,Married,Graduate,881136,665,58300,No,No,Yes,4,1,No
4620,22,Retired,Single,Not Graduate,541555,596,0,Yes,No,No,3,36,No
4621,35,Admin,Married,Not Graduate,553107,681,4324,No,No,Yes,3,29,Yes
4622,60,Self-Employed,Married,Graduate,1928334,647,46580,No,No,No,3,73,Yes
4623,36,Entrepreneur,Single,Graduate,553107,655,100829,Yes,No,No,3,59,No
4624,58,Technician,Divorced,Not Graduate,424897,689,220577,No,Yes,Yes,2,79,No
4625,48,Retired,Single,Graduate,573730,692,4880,No,No,Yes,1,19,Yes
4626,32,Management,Single,Not Graduate,553322,790,0,Yes,No,No,5,82,No
4627,18,Admin,Married,Not Graduate,457029,743,57125,Yes,No,No,5,21,No
4628,32,Admin,Married,Graduate,407916,739,42708,Yes,No,Yes,2,25,No
4629,56,Unemployed,Divorced,Graduate,485386,674,25585,Yes,No,No,2,35,Yes
4630,21,Services,Divorced,Graduate,510261,738,113246,Yes,No,No,3,1,Yes
4631,38,Entrepreneur,Married,Graduate,354870,713,0,No,Yes,No,5,86,No
4632,52,Entrepreneur,Married,Not Graduate,919798,696,83471,No,No,No,2,1,Yes
4633,27,Entrepreneur,Single,Graduate,549163,774,36053,Yes,No,No,4,40,Yes
4634,32,Services,Married,Graduate,806088,689,147895,No,No,No,6,36,Yes
4635,31,Management,Single,Graduate,427125,555,136987,No,Yes,No,7,36,No
4636,41,Student,Married,Graduate,469003,661,130824,No,Yes,No,3,97,No
4637,44,Entrepreneur,Married,Graduate,253831,682,83823,No,No,Yes,4,56,No
4638,28,Self-Employed,Married,Graduate,553107,664,141346,Yes,No,No,3,44,No
